Full Product Name,Brand,Name,Speed,Control,Stiffness,Overall,Price,Ratings
Donic Carbo System OFFENSIVE PLUS,Donic,Carbo System OFFENSIVE PLUS,9.8,5.5,7,8.5,$57.00,3
Donic Cayman,Donic,Cayman,8.1,8.3,6.6,8.6,$29.00,13
Donic Crest AR+,Donic,Crest AR+,8.7,9.2,6.7,9.5,$177.00,7
Donic Crest OFF,Donic,Crest OFF,9.1,9.1,6,9.5,$177.00,2
Donic Crisan Titanium,Donic,Crisan Titanium,9.3,7.3,7,9,$70.00,2
Donic Defplay Classic Senso,Donic,Defplay Classic Senso,6,9.3,3.5,9.3,$50.00,16
Donic Defplay Senso,Donic,Defplay Senso,5.5,9.5,3.5,9.4,$50.00,21
Donic Defplay Senso V3,Donic,Defplay Senso V3,6,9.5,3,9,$32.00,2
Donic Dima SawTec AR,Donic,Dima SawTec AR,6.7,8,2.7,6.5,$39.00,3
Donic Dima Speedster,Donic,Dima Speedster,9,7,7,8,$90.00,1
Donic Donic Waldner OFF World Champion 89,Donic,Donic Waldner OFF World Champion 89,10,9.9,7,10,$130.00,1
Donic Epox Carbotec,Donic,Epox Carbotec,9.1,9,6.6,9.2,$67.00,12
Donic Epox Control,Donic,Epox Control,7.7,9.2,6.3,8.7,$57.00,17
Donic Epox Offensiv,Donic,Epox Offensiv,8.6,8.1,5.5,8.7,$57.00,19
Donic Epox PowerAllround,Donic,Epox PowerAllround,8.3,8.8,6.7,8.7,$42.00,15
Donic Epox PowerCarbon,Donic,Epox PowerCarbon,9.1,8.1,5.8,9.4,$62.00,8
Donic Epox TopSpeed,Donic,Epox TopSpeed,9.4,7.2,7.1,8.7,$56.00,21
Donic Integra,Donic,Integra,7,8,5,7,$30.00,1
Donic J.O. Waldner [Limited JO Shape],Donic,J.O. Waldner [Limited JO Shape],8.9,9,4,10,$46.00,3
Donic J.O. Waldner Offensiv,Donic,J.O. Waldner Offensiv,7.5,7.8,3,9.3,,2
Donic Kevplay,Donic,Kevplay,8.4,8.2,6.3,8.5,$51.00,3
Donic Li Ping Kitex,Donic,Li Ping Kitex,9.2,8.8,6.2,9.2,$79.00,11
Donic New Enforce,Donic,New Enforce,7.6,8.3,3,8.4,$70.00,3
Donic Opticon,Donic,Opticon,7.7,8.6,6.2,8.4,$43.00,5
Donic Opticon RS,Donic,Opticon RS,9.3,8.7,7.8,9.4,$40.00,5
Donic Ovtcharov Carbospeed,Donic,Ovtcharov Carbospeed,9.6,8.2,7.7,9.2,$63.00,33
Donic Ovtcharov Dotec ALL,Donic,Ovtcharov Dotec ALL,7,9,7,8,$69.00,1
Donic Ovtcharov Dotec ALL+,Donic,Ovtcharov Dotec ALL+,7.9,9.1,6.7,8.7,$72.00,3
Donic Ovtcharov Dotec OFF,Donic,Ovtcharov Dotec OFF,9.7,10,7,10,$72.00,2
Donic Ovtcharov Exclusive Carbon,Donic,Ovtcharov Exclusive Carbon,8.7,9.3,5,9,$49.00,1
Donic Ovtcharov Feat,Donic,Ovtcharov Feat,8.6,9.5,5.4,9.5,$90.00,5
Donic Ovtcharov No. 1 Senso,Donic,Ovtcharov No. 1 Senso,9.3,8.8,5,9.7,$215.00,2
Donic Ovtcharov Original Senso Carbon,Donic,Ovtcharov Original Senso Carbon,9.2,8.7,5.3,9.5,$61.00,8
Donic Ovtcharov Senso V1,Donic,Ovtcharov Senso V1,8.9,8,6.8,8.9,$68.00,13
Donic Ovtcharov Senso V2,Donic,Ovtcharov Senso V2,8.2,9,5,8.5,$58.00,3
Donic Ovtcharov Soft Carbon V1,Donic,Ovtcharov Soft Carbon V1,8.1,8.3,5.7,8.4,$80.00,6
Donic Ovtcharov True Carbon,Donic,Ovtcharov True Carbon,9.1,8.6,6.3,8.6,$99.00,13
Donic Persson Carbotec,Donic,Persson Carbotec,9,6.5,7.8,8.4,$53.00,11
Donic Persson Dotec Carbokev,Donic,Persson Dotec Carbokev,9.5,8.4,7,9.4,$95.00,7
Donic Persson Dotec OFF,Donic,Persson Dotec OFF,8.4,8.7,5.2,8.7,$79.00,11
Donic Persson Exclusive OFF,Donic,Persson Exclusive OFF,7.9,8.4,5.5,8.5,$32.00,12
Donic Persson Impuls Offensive,Donic,Persson Impuls Offensive,8,8.5,7,8,$40.00,3
Donic Persson Power Allround,Donic,Persson Power Allround,7.5,8.3,5.2,8.8,$43.00,10
Donic Persson Power AR Senso V1,Donic,Persson Power AR Senso V1,8.1,8.8,3,9.2,$60.00,3
Donic Persson Power AR Senso V2,Donic,Persson Power AR Senso V2,7.5,8.5,4.5,8,$41.00,4
Donic Persson Power Carbon,Donic,Persson Power Carbon,9.4,8.7,7.5,9.2,$55.00,11
Donic Persson Power Carbon Senso V1,Donic,Persson Power Carbon Senso V1,9.2,7.6,6.1,9,$55.00,11
Donic Persson Powerfibre Senso,Donic,Persson Powerfibre Senso,7.9,7.1,4.7,7.3,$60.00,6
Donic Persson Powerplay,Donic,Persson Powerplay,8.6,8.4,5.5,8.9,$48.00,26
Donic Persson Powerplay Senso V1,Donic,Persson Powerplay Senso V1,8.3,8.1,6.3,8.5,$30.00,15
Donic Persson Powerplay Senso V2,Donic,Persson Powerplay Senso V2,7.6,7.5,5.8,8.3,$50.00,6
Donic Persson Powerspeed,Donic,Persson Powerspeed,9,7,6.3,8.2,$39.00,4
Donic Persson Seven,Donic,Persson Seven,8.5,8.7,5.8,8.8,$49.00,6
Donic Persson World Champion 89,Donic,Persson World Champion 89,9.6,8.5,7,9.4,$112.00,6
Donic Shiono DEF,Donic,Shiono DEF,7.5,9,5,9,$85.00,2
Donic Smirnov Ultra Carbon,Donic,Smirnov Ultra Carbon,8.7,7,6.3,8.5,$50.00,3
Donic Testra AR,Donic,Testra AR,7.6,9.2,4.6,7.8,$29.00,5
Donic Testra AR Plus,Donic,Testra AR Plus,7.8,8.9,4.3,8.1,$29.00,3
Donic Waldner Allplay,Donic,Waldner Allplay,7.3,9.1,4.3,8.3,$30.00,13
Donic Waldner Black Devil Carbon Balsa,Donic,Waldner Black Devil Carbon Balsa,9.4,8.1,7.4,9.1,$57.00,43
Donic Waldner Black Power,Donic,Waldner Black Power,7.5,9,5,9,$39.00,2
Donic Waldner Diablo Senso,Donic,Waldner Diablo Senso,8.1,8.7,4.8,9,$58.00,12
Donic Waldner Dicon,Donic,Waldner Dicon,7.8,9,4.2,9,$48.00,10
Donic Waldner Dotec Allround,Donic,Waldner Dotec Allround,8.1,8.8,7,8.6,$73.00,6
Donic Waldner Dotec Carbon,Donic,Waldner Dotec Carbon,9.1,9.3,6.5,9.4,$90.00,16
Donic Waldner Dotec Hinoki,Donic,Waldner Dotec Hinoki,9.2,8.9,6.1,9.5,$122.00,7
Donic Waldner Exclusive AR+,Donic,Waldner Exclusive AR+,6.4,8.6,4.3,7.8,$39.00,5
Donic Waldner Hybrid Nano,Donic,Waldner Hybrid Nano,7,7,5,8.5,,2
Donic Waldner Impuls IR,Donic,Waldner Impuls IR,8,8,3,10,$45.00,1
Donic Waldner Lagonda,Donic,Waldner Lagonda,8.5,8,7,9.5,$40.00,3
Donic Waldner Legend Carbon,Donic,Waldner Legend Carbon,9.1,8.9,6.5,9.3,$58.00,17
Donic Waldner OFF World Champion 89,Donic,Waldner OFF World Champion 89,9.1,8.8,6.7,9.5,$130.00,18
Donic Waldner Offensive 2016,Donic,Waldner Offensive 2016,8.8,8.5,5,9.4,$43.00,3
Donic Waldner Senso Carbon,Donic,Waldner Senso Carbon,8.3,8.8,5.4,9.2,$50.00,73
Donic Waldner Senso Carbon JO Shape,Donic,Waldner Senso Carbon JO Shape,8.4,9.3,5.7,9.4,$66.00,3
Donic Waldner Senso V1,Donic,Waldner Senso V1,7.7,9,4.1,8.9,$40.00,10
Donic Waldner Senso V2,Donic,Waldner Senso V2,7.3,8.5,4,8.2,$40.00,5
Donic Waldner Ultra Senso Carbon,Donic,Waldner Ultra Senso Carbon,8.4,8.5,5.3,8.8,$61.00,39
Donic Wang Xi Dotec Control Plus,Donic,Wang Xi Dotec Control Plus,6.6,9.5,3.6,8.8,$70.00,8
Donic Wosik Senso Carbon,Donic,Wosik Senso Carbon,9.4,7.4,7,8.7,$46.00,9
Donier Allround+,Donier,Allround+,8,7,7,8,$29.00,1
Donier BALSA CARBON OFF +,Donier,BALSA CARBON OFF +,9,9,7,9.3,$30.00,1
Donier BALSA PLUS,Donier,BALSA PLUS,10,9,7,9,$30.00,1
Donier Defensive,Donier,Defensive,5,10,0,8,$25.00,1
Donier Offensive+,Donier,Offensive+,8.8,8.4,3,,$45.00,1
Donier RR+,Donier,RR+,8,9.8,3,9.9,$65.00,1
Double Day M.I.T. Japan Kiso Hinoki Pen Holder RS 10mm Speci,Double Day,M.I.T. Japan Kiso Hinoki Pen Holder RS 10mm Special,9.5,8.9,5,9.3,$76.00,1
Double Fish Carbon KING 7 - PLY (Qi2),Double Fish,Carbon KING 7 - PLY (Qi2),9.2,8.8,7,8.8,$160.00,3
Double Fish HB Carbon,Double Fish,HB Carbon,9,8,3,9,$45.00,1
Dr. Neubauer Barricade DEF,Dr. Neubauer,Barricade DEF,5.5,9.4,2.7,8.7,$50.00,14
Dr. Neubauer Bloodhound,Dr. Neubauer,Bloodhound,8,10,7,9,$60.00,2
Dr. Neubauer Bulldozer,Dr. Neubauer,Bulldozer,5,1,10,10,$76.00,2
Dr. Neubauer Combination Effect,Dr. Neubauer,Combination Effect,8.1,10,5.7,8.7,$196.00,3
Dr. Neubauer Firewall Plus,Dr. Neubauer,Firewall Plus,8.4,9,5.9,8.9,$65.00,17
Dr. Neubauer Hercules,Dr. Neubauer,Hercules,7,9,7,9,$153.00,1
Dr. Neubauer High Technology Plus,Dr. Neubauer,High Technology Plus,9.2,8.8,5,8,$88.00,2
Dr. Neubauer Kung Fu,Dr. Neubauer,Kung Fu,7.5,8.8,7,9,$68.00,2
Dr. Neubauer Matador,Dr. Neubauer,Matador,8,10,7,10,$80.00,1
Dr. Neubauer Matador Texa,Dr. Neubauer,Matador Texa,8.7,9.3,7,9.1,$65.00,3
Dr. Neubauer Matador Texa Balsa,Dr. Neubauer,Matador Texa Balsa,8.5,9.4,7,8.8,$70.00,1
Dr. Neubauer Phenomenon,Dr. Neubauer,Phenomenon,6.7,9.7,6,7.7,$68.00,3
Dr. Neubauer Special,Dr. Neubauer,Special,8.1,9.7,5,9.7,$189.00,1
Dr. Neubauer Titan,Dr. Neubauer,Titan,7.8,10,6,9,$299.00,2
Dr. Neubauer World Champion OFF-,Dr. Neubauer,World Champion OFF-,8.5,8.5,6,8.3,$64.00,2
Eastfield Allwood,Eastfield,Allwood,6,10,5,8,$30.00,1
Friendship/729 6030,Friendship/729,6030,8.8,9.1,6,9,$18.00,4
Friendship/729 729 Yellow Carbon ALC,Friendship/729,729 Yellow Carbon ALC,8,10,5,10,$40.00,1
Friendship/729 8030,Friendship/729,8030,9.5,6.8,10,8.4,$34.00,6
Friendship/729 8040,Friendship/729,8040,7.3,8.3,7,8.2,$32.00,3
Friendship/729 A-2,Friendship/729,A-2,8.1,9.4,5.4,9.2,$30.00,5
Friendship/729 Black Whirlwind,Friendship/729,Black Whirlwind,7.3,9,5,8.8,$20.00,2
Friendship/729 Black Whirlwind Transformer,Friendship/729,Black Whirlwind Transformer,8.7,9.3,5,9,$18.00,4
Friendship/729 Bomb,Friendship/729,Bomb,8.5,8.5,5.1,8.6,$18.00,43
Friendship/729 C-1,Friendship/729,C-1,7.6,9.4,5,9.3,$22.00,2
Friendship/729 C-2,Friendship/729,C-2,7.7,8.5,4,8.5,$17.00,4
Friendship/729 C-3,Friendship/729,C-3,8,8.7,4.6,8.6,$30.00,12
Friendship/729 C-5,Friendship/729,C-5,7.8,10,5,10,$15.00,2
Friendship/729 Dynasty Hinoki,Friendship/729,Dynasty Hinoki,8.5,8.6,4.6,8.8,$32.00,7
Friendship/729 Dynasty Hinoki Carbon,Friendship/729,Dynasty Hinoki Carbon,9.1,8.4,5.9,8.5,$31.00,10
Friendship/729 Dynasty Super Carbon,Friendship/729,Dynasty Super Carbon,9.7,7.1,7.9,8.1,$32.00,8
Friendship/729 Dynasty Two Speed Carbon,Friendship/729,Dynasty Two Speed Carbon,8.7,7.5,6,8.2,$32.00,2
Friendship/729 F-1,Friendship/729,F-1,8.5,8.5,4.3,8.8,$15.00,7
Friendship/729 F-2,Friendship/729,F-2,7,9,5,8,$15.00,1
Friendship/729 F-3 Hao Shuai,Friendship/729,F-3 Hao Shuai,9,5,,,$27.00,2
Friendship/729 Fighter Arylate Carbon,Friendship/729,Fighter Arylate Carbon,8.2,8.7,7,9.3,$17.00,5
Friendship/729 Fighter Carbon,Friendship/729,Fighter Carbon,8,7,7,8,$22.00,1
Friendship/729 Fighter Glassfiber,Friendship/729,Fighter Glassfiber,9.5,8.8,8.5,8.9,$19.00,3
Friendship/729 Hao Shuai Champion Carbon,Friendship/729,Hao Shuai Champion Carbon,8.4,7.7,6.9,8,$50.00,9
Friendship/729 L 1,Friendship/729,L 1,8.1,9.8,6,9.5,$35.00,2
Friendship/729 L-2,Friendship/729,L-2,7.3,9.6,4,9.5,$35.00,2
Friendship/729 L-3 (Hao Shuai),Friendship/729,L-3 (Hao Shuai),8,9,5,9,$40.00,2
Friendship/729 L-5 Hao Shuai,Friendship/729,L-5 Hao Shuai,8.9,9.7,5,9.6,$40.00,3
Friendship/729 Magic Green,Friendship/729,Magic Green,6,10,3,7.5,$7.00,1
Friendship/729 Red Spirit,Friendship/729,Red Spirit,8,8.5,2,8.3,$35.00,4
Friendship/729 RITC729 W-1,Friendship/729,RITC729 W-1,5.5,8,4,7,$26.00,2
Friendship/729 Sensor Grip,Friendship/729,Sensor Grip,8.5,8,7,8.5,$23.00,2
Friendship/729 V-3,Friendship/729,V-3,10,10,7,10,$24.00,1
Friendship/729 V-5,Friendship/729,V-5,7.8,8.8,5,8,$17.00,2
Friendship/729 V-6,Friendship/729,V-6,8.2,8.8,5,9.2,$27.00,19
Friendship/729 WA-2,Friendship/729,WA-2,6.8,8.9,4.3,9,$30.00,3
Friendship/729 Z-1 (Z1),Friendship/729,Z-1 (Z1),8.3,8.6,6.8,8.5,$35.00,5
Friendship/729 Z-2,Friendship/729,Z-2,7.5,9.3,4,9.2,$35.00,2
Galaxy 2020,Galaxy,2020,8,6,5,7,$35.00,1
Galaxy 2024,Galaxy,2024,9,7.5,10,8.3,$27.00,1
Galaxy 350 Year,Galaxy,350 Year,7,7.7,5,7,$13.00,1
Galaxy 3A,Galaxy,3A,7,10,7,9,$15.00,1
Galaxy 896,Galaxy,896,7.6,8.6,2.5,8.3,$12.00,13
Galaxy 901,Galaxy,901,8.3,8,5,8,$28.00,3
Galaxy 966,Galaxy,966,7.4,8.5,5,9,$15.00,1
Galaxy 980,Galaxy,980,7,9.4,5.1,9.3,$28.00,15
Galaxy 981,Galaxy,981,9.8,8,,9.9,$21.00,2
Galaxy 982,Galaxy,982,10,10,7,,$58.00,1
Galaxy 983,Galaxy,983,9.5,6.3,8.5,7.3,$21.00,6
Galaxy 985,Galaxy,985,8.9,8.4,5,9,$20.00,5
Galaxy 986,Galaxy,986,9.3,8.6,7,8.6,$20.00,2
Galaxy 987,Galaxy,987,10,7.3,,9,$21.00,1
Galaxy 988,Galaxy,988,9.3,8.8,6.1,9.1,$20.00,10
Galaxy 989,Galaxy,989,9.3,8.3,8.7,8.8,$20.00,6
Galaxy Balsa 6,Galaxy,Balsa 6,4.9,9.6,3,9.5,$30.00,8
Galaxy Balsa 7,Galaxy,Balsa 7,6.5,9.6,4,9.5,$30.00,6
Galaxy Balsa 8,Galaxy,Balsa 8,8.4,9.5,6.7,9.5,$30.00,6
Galaxy Balsa 9,Galaxy,Balsa 9,9.3,9.2,9.3,9.5,$30.00,4
Galaxy Bogen,Galaxy,Bogen,7.5,9,5,,$40.00,1
Galaxy Carbokev K-2,Galaxy,Carbokev K-2,8.5,8,5,9,$40.00,1
Galaxy Carbokev K-3,Galaxy,Carbokev K-3,7,8,3,8,$40.00,1
Galaxy Carbokev K-4,Galaxy,Carbokev K-4,8.4,8.8,5.2,9.2,$49.00,10
Galaxy Carbokev K-5,Galaxy,Carbokev K-5,9.1,7.1,4.4,8,$50.00,5
Galaxy Carbokev K-6,Galaxy,Carbokev K-6,9.1,8.1,8.2,9.1,$50.00,6
Galaxy CN.1 Children Carbon,Galaxy,CN.1 Children Carbon,6.3,9.3,4,8.3,$15.00,3
Galaxy CN.2,Galaxy,CN.2,7.2,8,5,8.2,$15.00,1
Galaxy DE-1,Galaxy,DE-1,6,9.5,5,10,$40.00,3
Galaxy Def 5,Galaxy,Def 5,4.3,9.2,0.8,9.2,$20.00,12
Galaxy Earth E-1,Galaxy,Earth E-1,8.5,8.6,4.3,8.7,$30.00,3
Galaxy Earth E-1 VB,Galaxy,Earth E-1 VB,8.5,9.5,6,8.8,$39.00,2
Galaxy Earth E-3,Galaxy,Earth E-3,8.2,9,3.4,9,$18.00,11
Galaxy Earth E-3 VB,Galaxy,Earth E-3 VB,7.8,8.5,5,,$36.00,1
Galaxy Earth E-4,Galaxy,Earth E-4,8.3,8.5,3,8.5,$50.00,1
Galaxy EC-11,Galaxy,EC-11,8,6,6,8,$20.00,2
Galaxy EC-12,Galaxy,EC-12,8.8,6.4,7,8.1,$25.00,3
Galaxy EC-13,Galaxy,EC-13,9.5,7.1,5,8.8,$30.00,2
Galaxy EC-14,Galaxy,EC-14,9.3,8.9,6.9,9.3,$30.00,13
Galaxy Galaxy T2s,Galaxy,Galaxy T2s,9,9.1,6.1,9.5,$40.00,7
Galaxy Hinoki 3A,Galaxy,Hinoki 3A,8,8,7,8,$109.00,1
Galaxy Hinoki 5A,Galaxy,Hinoki 5A,,,,,$191.00,1
Galaxy Huichuan,Galaxy,Huichuan,7,8.5,0,7.5,$13.00,1
Galaxy Huichuan 606,Galaxy,Huichuan 606,9,7,7,9,$10.00,1
Galaxy J-1,Galaxy,J-1,7.9,9,5.6,8.6,$37.00,18
Galaxy Kiso Hinoki V,Galaxy,Kiso Hinoki V,8.4,9,5,8.5,$59.00,1
Galaxy Lanze,Galaxy,Lanze,6.5,9.5,3,,$40.00,1
Galaxy LQ-1,Galaxy,LQ-1,6.9,8,6,9,$50.00,4
Galaxy LQ-2,Galaxy,LQ-2,6.7,8.3,4.7,8.7,$46.00,3
Galaxy M101,Galaxy,M101,9.6,9.5,5,9.5,$40.00,4
Galaxy M201,Galaxy,M201,8.9,9.5,4,9.5,$40.00,6
Galaxy M-3,Galaxy,M-3,10,10,10,10,$20.00,1
Galaxy M-4,Galaxy,M-4,8,9,5,9,$19.00,1
Galaxy M-6,Galaxy,M-6,7.5,7.9,4.6,8.5,$26.00,7
Galaxy MC-1,Galaxy,MC-1,8.5,7.5,7,8,$30.00,2
Galaxy MC-2,Galaxy,MC-2,8.2,9.3,3.9,9.4,$45.00,26
Galaxy MC-2 PRO,Galaxy,MC-2 PRO,9,9,7,8.8,$38.00,1
Galaxy MC-3,Galaxy,MC-3,8.3,7.9,5,8.9,$20.00,1
Galaxy MC-4,Galaxy,MC-4,9,10,5,10,$25.00,1
Galaxy Mercury Y-11,Galaxy,Mercury Y-11,8.6,8.5,7,8.9,$24.00,2
Galaxy Mercury Y-13,Galaxy,Mercury Y-13,8.8,9.2,5.7,9.5,$45.00,14
Galaxy Mercury Y-14,Galaxy,Mercury Y-14,9.2,9,7,9,$22.00,2
Galaxy Mercury Y-15,Galaxy,Mercury Y-15,9,9.2,4.7,9.2,$22.00,15
Galaxy Mercury Y-16,Galaxy,Mercury Y-16,9.6,9.5,5.7,9.5,$27.00,6
Galaxy N-1,Galaxy,N-1,8.5,8.5,5,9.5,$20.00,1
Galaxy N-10,Galaxy,N-10,7.4,8.4,5,8.6,$13.00,7
Galaxy N-11,Galaxy,N-11,8,8.5,4.4,8.5,$13.00,11
Galaxy N11 S,Galaxy,N11 S,8.2,9.5,4.1,9.4,$15.00,13
Galaxy N-2,Galaxy,N-2,9,9,7,9,$19.00,1
Galaxy N-3,Galaxy,N-3,8.8,8.7,7,8.4,$17.00,2
Galaxy N-4,Galaxy,N-4,8.7,9.4,4.3,9.3,$15.00,6
Galaxy N-6,Galaxy,N-6,8,7,5,,$14.00,1
Galaxy N-7,Galaxy,N-7,8,8,5,8,$13.00,1
Galaxy N-8,Galaxy,N-8,8,8.1,5.5,8.7,$13.00,4
Galaxy N-8 S,Galaxy,N-8 S,8.1,8.4,5,8.4,$13.00,2
Galaxy N-9,Galaxy,N-9,9.1,9.1,6.5,9.2,$15.00,61
Galaxy N9S,Galaxy,N9S,9,9.5,5.7,9.4,$15.00,21
Galaxy Nano 50,Galaxy,Nano 50,8,9,5,8.5,$170.00,1
Galaxy Nano 70,Galaxy,Nano 70,8.5,8.7,3,8.5,$170.00,1
Galaxy NR-50,Galaxy,NR-50,9,8,7,,$149.00,1
Galaxy NR-70,Galaxy,NR-70,9,9.8,10,9.6,$175.00,1
Galaxy Pro 5W,Galaxy,Pro 5W,9.5,9.4,5,9.6,$54.00,2
Galaxy PRO 7W,Galaxy,PRO 7W,8.9,8.4,7,9.1,$30.00,1
Galaxy Pro Feeling,Galaxy,Pro Feeling,9.1,9.3,5,9.3,$99.00,8
Galaxy Purple Dragon PD-437,Galaxy,Purple Dragon PD-437,8.4,8.4,5,8.9,$44.00,3
Galaxy Purple Dragon PD-537,Galaxy,Purple Dragon PD-537,9.2,8.9,6.6,9.4,$42.00,5
Galaxy Qiu Yike Ebony,Galaxy,Qiu Yike Ebony,8.7,9.3,5,9,$50.00,1
Galaxy Qiu Yike Palisander,Galaxy,Qiu Yike Palisander,8.8,8.8,7,10,$79.00,1
Galaxy Qiu Yike Pro Limited Edition,Galaxy,Qiu Yike Pro Limited Edition,9,9.3,5,9,$135.00,1
Galaxy Qiu Yike Rosewood,Galaxy,Qiu Yike Rosewood,8.7,8.7,5,9.3,$79.00,2
Galaxy Speer,Galaxy,Speer,8,8,7,,$50.00,1
Galaxy T-1,Galaxy,T-1,9.3,8.4,8.5,9,$55.00,11
Galaxy T-10,Galaxy,T-10,9.1,7.7,8.2,9.3,$40.00,10
Galaxy T-10+,Galaxy,T-10+,9.6,8.6,6.9,9.2,$30.00,9
Galaxy T-11,Galaxy,T-11,9.5,8.9,7,9.4,$25.00,54
Galaxy T-11+,Galaxy,T-11+,9.3,8.9,7.2,9.1,$35.00,71
Galaxy T-2,Galaxy,T-2,9.3,8.2,8.4,8.7,$30.00,17
Galaxy T-3,Galaxy,T-3,9.5,8.8,6,9.5,$40.00,2
Galaxy T-4,Galaxy,T-4,9.6,8.3,8.2,9.4,$35.00,20
Galaxy T-4s,Galaxy,T-4s,9.6,8.8,7.2,9.3,$58.00,16
Galaxy T-6,Galaxy,T-6,8.4,8.9,7.2,9.3,$36.00,9
Galaxy T6s,Galaxy,T6s,8.5,7.2,7,7.9,$31.00,1
Galaxy T-7,Galaxy,T-7,8.3,8.8,6.3,9.1,$40.00,15
Galaxy T7s,Galaxy,T7s,9.1,9.2,6.1,9.3,$40.00,10
Galaxy T-8,Galaxy,T-8,9.3,8.6,6.5,9.3,$28.00,32
Galaxy T-8S,Galaxy,T-8S,9.5,9.2,5.9,9.5,$60.00,19
Galaxy T-9,Galaxy,T-9,9.3,8,7.6,9,$80.00,5
Galaxy T-9 Pro,Galaxy,T-9 Pro,10,9.5,6,9.5,$90.00,2
Galaxy U2004 (U-4),Galaxy,U2004 (U-4),7.5,8,7,8,$18.00,7
Galaxy U2005 (U-5),Galaxy,U2005 (U-5),8.4,8.3,3,8,,2
Galaxy U2006 (U-6),Galaxy,U2006 (U-6),9,8,10,,,2
Galaxy U2007 (U-7),Galaxy,U2007 (U-7),,,,,,1
Galaxy Uranus U-1 VB,Galaxy,Uranus U-1 VB,8.7,9.5,5,9.2,$41.00,2
Galaxy Uranus U-2,Galaxy,Uranus U-2,8.7,9.4,4.1,9.5,$31.00,9
Galaxy Uranus U-3,Galaxy,Uranus U-3,9.3,9.6,5.3,9.4,$30.00,9
Galaxy Venus V-1,Galaxy,Venus V-1,8.9,9.1,6.8,9.2,$110.00,6
Galaxy Venus V-11,Galaxy,Venus V-11,9.5,9.8,7.5,9.7,$60.00,2
Galaxy Venus V-12,Galaxy,Venus V-12,9.2,9.2,4.8,9.2,$44.00,11
Galaxy Venus V-13,Galaxy,Venus V-13,8.9,9.4,4.7,9.5,$40.00,12
Galaxy Venus V-14,Galaxy,Venus V-14,9,9,5.4,9.1,$46.00,31
Galaxy Venus V-14 PRO,Galaxy,Venus V-14 PRO,9.2,9.2,5.9,9.5,$60.00,21
Galaxy Venus V-15,Galaxy,Venus V-15,9.5,9.2,6.6,9.4,$54.00,8
Galaxy Venus V-16,Galaxy,Venus V-16,9.4,9.1,6,9.4,$54.00,7
Galaxy Venus V-2,Galaxy,Venus V-2,8.5,7.5,5,10,$110.00,1
Galaxy Venus V-4,Galaxy,Venus V-4,9.3,9.2,6.4,9.2,$130.00,9
Galaxy W-1,Galaxy,W-1,8.9,8.5,5.4,9.3,$50.00,5
Galaxy W-2,Galaxy,W-2,8.1,8.6,5.7,7.4,$50.00,3
Galaxy W-4,Galaxy,W-4,8.5,5,10,6.5,$30.00,2
Galaxy W-5,Galaxy,W-5,9,8,3,9,$26.00,1
Galaxy W-6,Galaxy,W-6,8,8.8,4.1,8.9,$40.00,30
Galaxy Y-1,Galaxy,Y-1,8.5,8.5,5,8,$25.00,1
Galaxy Y-2,Galaxy,Y-2,9.1,9.2,6.7,9.3,$15.00,12
Galaxy Y-3,Galaxy,Y-3,8.7,7.7,6,9.3,$21.00,11
Galaxy Y-4,Galaxy,Y-4,8.8,9,6.4,9.2,$31.00,14
Galaxy Yinhe T1S,Galaxy,Yinhe T1S,8.7,7.4,7.8,8.6,$50.00,5
Galaxy Z5 VF,Galaxy,Z5 VF,8.2,9.5,6,9,$100.00,2
Galaxy Z7 VF,Galaxy,Z7 VF,8.9,9.4,6,9.3,$100.00,2
Gambler Arylate Carbon,Gambler,Arylate Carbon,7.6,8.7,4.2,8.3,$32.00,13
Gambler Black Diamond Light (Texilium),Gambler,Black Diamond Light (Texilium),8.7,8.1,5.5,8.6,$32.00,4
Gambler Black Whirlwind,Gambler,Black Whirlwind,6.8,7.7,7,6.6,$16.00,3
Gambler Fire Dragon Hinoki,Gambler,Fire Dragon Hinoki,8.9,8.5,7,8.5,$40.00,1
Gambler Fire Dragon Touch,Gambler,Fire Dragon Touch,8.5,9,1.5,10,$40.00,2
Gambler Mega Weave Arylate Carbon,Gambler,Mega Weave Arylate Carbon,8,9,3,9,$40.00,1
Gambler Oversize Carbon,Gambler,Oversize Carbon,8.5,9,3,8.8,$32.00,2
Gambler Oversize Kevlar,Gambler,Oversize Kevlar,6.4,8.5,2.2,8.1,$32.00,5
Gambler Tension Hinoki,Gambler,Tension Hinoki,8.3,7.5,5,7.5,$32.00,2
Gambler Vector Hinoki,Gambler,Vector Hinoki,9,9,5,10,$40.00,1
Gambler Vector Speed,Gambler,Vector Speed,9.4,8.5,3,9.4,$40.00,1
Gambler Zen,Gambler,Zen,7,10,5,9.5,$16.00,1
Gauder Concept For Allround,Gauder,Concept For Allround,7,9,5,9,$33.00,1
Gewo Allround Classic,Gewo,Allround Classic,7,9.3,3,7.5,$36.00,1
Gewo Balsa Carbon 375,Gewo,Balsa Carbon 375,7,9.6,3,9.4,$75.00,5
Gewo Balsa Carbon 575,Gewo,Balsa Carbon 575,8.8,9.3,6.5,9.4,$75.00,4
Gewo Balsa Carbon 775,Gewo,Balsa Carbon 775,9.6,9.3,8.5,9.4,$75.00,2
Gewo Dynatec TI,Gewo,Dynatec TI,10,10,5,10,$62.00,1
Gewo Force Arc,Gewo,Force Arc,8.9,9.2,5,9.5,$120.00,2
