Full Product Name,Brand,Name,Speed,Control,Stiffness,Overall,Price,Ratings
Nittaku Latika Light,Nittaku,Latika Light,9,9.4,3,9.6,$51.00,1
Nittaku Lialox,Nittaku,Lialox,8.8,8.8,5.4,9,$90.00,5
Nittaku Lonbaldia 7,Nittaku,Lonbaldia 7,9.3,7.1,5,8.6,$59.00,1
Nittaku Ludeack,Nittaku,Ludeack,8.6,9.2,5,9.5,$100.00,22
Nittaku Ludeack Fleet,Nittaku,Ludeack Fleet,9.1,8.3,6.3,8.9,$199.00,12
Nittaku Ludeack Power,Nittaku,Ludeack Power,8.6,9.4,5.7,8.8,$113.00,3
Nittaku Lumilas,Nittaku,Lumilas,8.8,8.8,3.5,9.5,$65.00,9
Nittaku Ma Long Five,Nittaku,Ma Long Five,8,9,3,8.5,$145.00,1
Nittaku Ma Long Seven,Nittaku,Ma Long Seven,9.2,8.7,5,8.5,$180.00,1
Nittaku Meister Basaltec Inner,Nittaku,Meister Basaltec Inner,8.5,9.3,5,9,$250.00,1
Nittaku Meister Basaltec Outer,Nittaku,Meister Basaltec Outer,8.9,9.5,7,9.3,$250.00,7
Nittaku Meister Holz Sieben,Nittaku,Meister Holz Sieben,8.6,9.5,6.3,9,$250.00,3
Nittaku Miyabi,Nittaku,Miyabi,8.5,8.4,4.6,9.1,$90.00,9
Nittaku Monophonic,Nittaku,Monophonic,7,9.5,7,,$53.00,1
Nittaku Narcus,Nittaku,Narcus,8.8,8.7,6.8,9.5,$50.00,11
Nittaku New Defence,Nittaku,New Defence,4.5,9.9,6,8.9,$40.00,3
Nittaku Noveliar,Nittaku,Noveliar,9.7,9.7,7,10,$129.00,1
Nittaku Oxford,Nittaku,Oxford,7.9,9.5,5,9,$85.00,3
Nittaku Piecea,Nittaku,Piecea,9,9,7,9.9,$80.00,1
Nittaku Redshank,Nittaku,Redshank,8.4,9.1,4.8,9.3,$50.00,10
Nittaku Resoud (Resound),Nittaku,Resoud (Resound),10,9.9,7,10,"$1,000.00",3
Nittaku Rising,Nittaku,Rising,8.1,8.6,2.7,8.6,$42.00,3
Nittaku Ristal,Nittaku,Ristal,7,8,3,8,$40.00,1
Nittaku Rorin King,Nittaku,Rorin King,10,8.5,0,9.5,$275.00,2
Nittaku Runlox-5,Nittaku,Runlox-5,8.3,7.9,3.5,8.5,$90.00,5
Nittaku Russelfor 9.2,Nittaku,Russelfor 9.2,9.2,8.8,7,9,$50.00,1
Nittaku Rutis,Nittaku,Rutis,8.8,8.5,5.4,9,$110.00,10
Nittaku Rutis J,Nittaku,Rutis J,8.6,8.4,7,8.5,$110.00,4
Nittaku Rutis Power,Nittaku,Rutis Power,9.6,9.1,6,9.5,$115.00,2
Nittaku Sanalion R-H,Nittaku,Sanalion R-H,9,9,3,9,$49.00,1
Nittaku Septear,Nittaku,Septear,8.4,8.4,4.7,9.2,$50.00,17
Nittaku Septear Carbon,Nittaku,Septear Carbon,,,,,$110.00,1
Nittaku Septear Lead,Nittaku,Septear Lead,8.7,9.5,3.6,9.6,$60.00,15
Nittaku Shake Defence,Nittaku,Shake Defence,6.5,9,6.3,8.6,$110.00,11
Nittaku Shellshock,Nittaku,Shellshock,8.5,8,5,8.8,$60.00,1
Nittaku S-Series S-5,Nittaku,S-Series S-5,9,9.3,7,9.2,$99.00,4
Nittaku S-Series S-CZ,Nittaku,S-Series S-CZ,9.1,9.6,5.2,9.6,$140.00,12
Nittaku Steak R-H,Nittaku,Steak R-H,9,9,3,9,$59.00,1
Nittaku Survelian,Nittaku,Survelian,8.5,8.3,4.7,9.3,$65.00,8
Nittaku Telion,Nittaku,Telion,,,,,$55.00,1
Nittaku Tenaly,Nittaku,Tenaly,7.9,9.2,4.3,9.7,$65.00,3
Nittaku Tenaly Acoustic,Nittaku,Tenaly Acoustic,7.3,9.1,6,10,$156.00,2
Nittaku Tenaly Carbon,Nittaku,Tenaly Carbon,9,8,5,9,$96.00,1
Nittaku Tenor,Nittaku,Tenor,9.1,9,6.8,9.5,$177.00,21
Nittaku Tesura,Nittaku,Tesura,8.2,8.6,,8.5,$50.00,1
Nittaku Tiluna,Nittaku,Tiluna,7,9.5,7,9,$83.00,1
Nittaku Titanbeat,Nittaku,Titanbeat,9.9,6.9,3,9.2,$124.00,1
Nittaku Tornado King Power,Nittaku,Tornado King Power,8.9,8.8,5.7,9.5,$185.00,3
Nittaku Torua,Nittaku,Torua,7.2,8.7,4,8.8,$46.00,10
Nittaku Violin,Nittaku,Violin,8.3,9,3.1,9.4,$165.00,38
Nittaku Violin Carbon,Nittaku,Violin Carbon,8.5,8,5,9,$183.00,1
Nittaku Vioncello,Nittaku,Vioncello,6,9.4,,8.9,$180.00,1
Nittaku Willtria,Nittaku,Willtria,6.2,9.8,4,9,$70.00,3
Nittaku Wolfeed-R,Nittaku,Wolfeed-R,9.9,9.2,5.7,10,$100.00,3
Nittaku Wonder Blade,Nittaku,Wonder Blade,7.7,8,5.7,8.7,$77.00,3
OSP Expert ALL+,OSP,Expert ALL+,7.6,9.3,3.4,9.4,$112.00,13
OSP Immune Active Def,OSP,Immune Active Def,6.9,9.6,3.7,9.5,$128.00,3
OSP Immune Active OX,OSP,Immune Active OX,7,9.8,5,9.8,$132.00,1
OSP Immune OX,OSP,Immune OX,7,9.8,5,9.8,$119.00,1
OSP Immune OX Classic,OSP,Immune OX Classic,7,10,5,9.8,$137.00,1
OSP Martin CRW UFS,OSP,Martin CRW UFS,9.8,9.2,10,9.8,$152.00,1
OSP Martin OFF Pro,OSP,Martin OFF Pro,9.3,9,7,9.9,$139.00,1
OSP Musko OFF Pro,OSP,Musko OFF Pro,9.3,8.5,7,9.7,$140.00,1
OSP Ultimate II,OSP,Ultimate II,9.2,8.5,5,10,$130.00,1
OSP Ultimate OFF,OSP,Ultimate OFF,8.7,8.8,5.7,10,$125.00,3
OSP Virtuoso CRWi UNI OFF,OSP,Virtuoso CRWi UNI OFF,8.8,8.7,5,8.7,$106.00,3
OSP Virtuoso OFF-,OSP,Virtuoso OFF-,8.1,9.2,3.8,9.3,$112.00,38
OSP Virtuoso+,OSP,Virtuoso+,8.5,8.8,4.8,9,$120.00,8
OSP V'King OFF,OSP,V'King OFF,9,9.2,6,9.5,$155.00,2
Palio B2,Palio,B2,9,8,,,$21.00,1
Palio B21,Palio,B21,9,8.5,7,8.5,$20.00,2
Palio C2,Palio,C2,9,8,5,,$35.00,1
Palio C3,Palio,C3,8.7,9,7,8.9,$28.00,1
Palio C5,Palio,C5,9,7,5,8,$46.00,2
Palio CAT,Palio,CAT,8,8.6,4.8,8.7,$22.00,10
Palio Chopper 1,Palio,Chopper 1,7.1,8.9,5,9.3,$22.00,5
Palio Drunken Dragon,Palio,Drunken Dragon,9,6,10,8,$35.00,1
Palio ENERGY 01,Palio,ENERGY 01,8.8,9.6,5,9.5,$18.00,3
Palio ENERGY 02,Palio,ENERGY 02,8.5,9.5,5,8.9,$20.00,2
Palio ENERGY 03,Palio,ENERGY 03,8.8,9.2,5.8,9.1,$15.00,19
Palio ENERGY 04,Palio,ENERGY 04,9,9,6.3,9.5,$28.00,6
Palio ENERGY 05,Palio,ENERGY 05,9.1,8.6,7.3,8.8,$27.00,4
Palio ENERGY 06,Palio,ENERGY 06,9,8.4,6.7,9.5,$60.00,3
Palio Infinite-1,Palio,Infinite-1,8.5,9,3,8.8,$30.00,1
Palio Infinite-2,Palio,Infinite-2,8.6,8.4,7,8.6,$30.00,1
Palio Infinite-3,Palio,Infinite-3,8.2,9,3,8.6,$30.00,1
Palio KA,Palio,KA,8.3,9.1,5,9.1,$12.00,4
Palio KC2,Palio,KC2,7,8,7,7.5,$12.00,1
Palio King Yue,Palio,King Yue,8,9.5,6.3,9.6,$20.00,4
Palio Legend-3,Palio,Legend-3,8.9,8.6,5,9.1,$55.00,2
Palio R57 Soft-Carbon,Palio,R57 Soft-Carbon,8.2,9.1,5.4,8.5,$17.00,5
Palio S4,Palio,S4,8,8.5,5,8.5,$17.00,1
Palio T7,Palio,T7,8.1,9,6.6,8.5,$50.00,5
Palio TC6,Palio,TC6,8.8,9,7.5,9.3,$25.00,6
Palio TC-7,Palio,TC-7,8.9,8.2,10,8.7,$21.00,2
Palio TCT,Palio,TCT,8.9,8,8.8,8.9,$49.00,15
Palio V1,Palio,V1,8.8,8,7,9.1,$49.00,1
PimplePark Castro,PimplePark,Castro,4.5,9,3,8,$75.00,1
PingMaster SL ALL,PingMaster,SL ALL,8,9.5,5,9.5,$22.00,1
PingMaster SL DEF,PingMaster,SL DEF,7,10,3,9.5,$22.00,1
PingMaster SL OFF Carbon,PingMaster,SL OFF Carbon,8.9,9.4,5,9.3,$40.00,3
PingSkills Touch,PingSkills,Touch,7.6,8.7,5,8.5,$65.00,2
PP AGON-FL SUPER ZLC,PP,AGON-FL SUPER ZLC,9.5,8.5,5,9.5,$110.00,1
PP ARES-JP Kiso Hinoki Special Selection10.5mm,PP,ARES-JP Kiso Hinoki Special Selection10.5mm,9.6,9,0,9.5,$195.00,1
PP Moby Kiso Hinoki,PP,Moby Kiso Hinoki,9.8,9.6,5,9.6,$110.00,1
PP Taiwan Apollo 3-Ply Hinoki,PP,Taiwan Apollo 3-Ply Hinoki,9.8,9.6,5,9.8,$56.00,1
PP Taiwan Yellow Cypress 8.0mm CS,PP,Taiwan Yellow Cypress 8.0mm CS,9.3,9.2,6,9.5,$122.00,2
PP Tigress-FL America Cypress,PP,Tigress-FL America Cypress,9.5,9.5,5,9.4,$53.00,2
PP VISPOWER II FL ALC,PP,VISPOWER II FL ALC,9,9.5,5,9.5,$99.00,2
PP ZEUS Z+ALC FL,PP,ZEUS Z+ALC FL,9.5,8.5,5,9.5,$92.00,1
Prasidha Ambawa Magnetic OFF+,Prasidha,Ambawa Magnetic OFF+,9.7,9.5,7,9,$130.00,1
Prasidha Hinoki Cross Carbon Magnetic OFF++,Prasidha,Hinoki Cross Carbon Magnetic OFF++,9.2,8.8,7,9.1,$250.00,4
Prasidha Kendo,Prasidha,Kendo,9.4,9.6,7,9.7,$287.00,3
Prasidha Kensei,Prasidha,Kensei,9,8.8,7,9.5,$200.00,1
Prasidha Samurai 07 ( Glass Fiber)OFF+,Prasidha,Samurai 07 ( Glass Fiber)OFF+,9.7,9.3,5,9,,1
Prasidha Yokohama Carbon,Prasidha,Yokohama Carbon,7,7,10,7,,1
Razer L-2,Razer,L-2,8.3,8.4,6,8.4,$15.00,2
REACH E-5,REACH,E-5,8,7,3,,$45.00,1
Reactor CK-2,Reactor,CK-2,7.3,7.6,5,6.5,$30.00,2
Reactor DJ200,Reactor,DJ200,7.3,8.8,4.7,8.1,$17.00,7
Reactor DJ600,Reactor,DJ600,9,8,10,9,$21.00,1
Red+Black Flow,Red+Black,Flow,7.8,9.2,5,8.7,$47.00,1
Red+Black Sensei,Red+Black,Sensei,8.9,8.7,5,8.8,$98.00,1
Re-Impact Rapier 44,Re-Impact,Rapier 44,9,9,,,$285.00,1
Re-Impact Tachi,Re-Impact,Tachi,7,10,5,,$155.00,1
Re-Impact Turbo,Re-Impact,Turbo,6,9,5,9.5,$175.00,1
Ross Leidy Rapscallion,Ross Leidy ,Rapscallion,9.8,9,3,10,$140.00,2
,,,,,,,,
Sanwei A5,Sanwei,A5,8,9,6.3,8.5,$22.00,3
Sanwei BY1091 Even,Sanwei,BY1091 Even,9.2,8.8,6,9,$65.00,2
Sanwei Carbon King T-1091A,Sanwei,Carbon King T-1091A,9,8.7,6.7,9,$55.00,3
Sanwei Defence Alpha,Sanwei,Defence Alpha,6.5,9,5,9,$30.00,1
Sanwei Dynamo,Sanwei,Dynamo,8.7,9.4,5,9.3,$35.00,2
Sanwei F1,Sanwei,F1,9.1,7.8,8.5,8.7,$37.00,2
Sanwei F1 Classic,Sanwei,F1 Classic,9.1,8.7,8.5,8.4,$34.00,2
Sanwei F3,Sanwei,F3,9,8.5,8,9,$33.00,3
Sanwei F3 Pro,Sanwei,F3 Pro,9.2,9,5.8,9,$50.00,19
Sanwei Feather Carbon,Sanwei,Feather Carbon,8.7,9.3,5,9.3,$52.00,4
Sanwei FEXTRA 7,Sanwei,FEXTRA 7,8.4,9.3,4.7,9.4,$30.00,21
Sanwei H10 1 Ply Hinoki,Sanwei,H10 1 Ply Hinoki,9.1,8.5,2.5,8.9,$50.00,2
Sanwei HC. 5,Sanwei,HC. 5,8.1,8.5,5,8.8,$20.00,4
Sanwei HC. 6,Sanwei,HC. 6,9.3,9,7,9.1,$38.00,4
Sanwei HC.5S,Sanwei,HC.5S,8.7,8.9,6,8.9,$40.00,2
Sanwei HC-1,Sanwei,HC-1,8.5,9,7,8,$55.00,1
Sanwei King Kong 2,Sanwei,King Kong 2,9.2,8.8,6,10,$30.00,2
Sanwei Kingkong,Sanwei,Kingkong,9,9,5,,$40.00,1
Sanwei M-8,Sanwei,M-8,7.2,8,3.7,7.9,$13.00,6
Sanwei Pistol,Sanwei,Pistol,,,,,$35.00,1
Sanwei R1,Sanwei,R1,9.5,8,7,8.8,$45.00,2
Sanwei R2,Sanwei,R2,10,9,7,9.8,$65.00,3
Sanwei R3,Sanwei,R3,10,8.5,7,9.5,$32.00,2
Sanwei Sadius,Sanwei,Sadius,9,8,5,8.5,$40.00,3
Sanwei T1091,Sanwei,T1091,9,8.5,6,8.5,$42.00,3
Sanwei T1091 AA (Hinoki Carbon),Sanwei,T1091 AA (Hinoki Carbon),9.3,9.4,5,9.5,$160.00,2
Sanwei T502,Sanwei,T502,8,8.6,8,8.1,$20.00,4
Sanwei V5 Pro,Sanwei,V5 Pro,9,8.7,5.5,9.3,$35.00,6
Sauer & Troger Black And White,Sauer & Troger,Black And White,7.8,9,7,,$70.00,1
Sauer & Troger Dominate All,Sauer & Troger,Dominate All,6,9,7,8,$65.00,1
Sauer & Troger Firestarter,Sauer & Troger,Firestarter,5.9,9.3,5,9,$56.00,4
Soulspin Roots 9 Z-Carbon Speed,Soulspin Roots,9 Z-Carbon Speed,9.7,8,10,9,$215.00,1
Soulspin Roots Basalt 6,Soulspin Roots,Basalt 6,8.2,9.3,5,9.3,$200.00,7
Soulspin Roots Control 4,Soulspin Roots,Control 4,8.6,9.7,6,9.9,$138.00,4
Soulspin Roots Speed Offensive 1,Soulspin Roots,Speed Offensive 1,9,9,7,9.5,,1
Soulspin Roots Spin Offensive 3,Soulspin Roots,Spin Offensive 3,8.5,8.3,4,9.5,,3
Soulspin Roots Various Offensive 5,Soulspin Roots,Various Offensive 5,8.2,9.8,5,9.5,$165.00,3
SpinLord Carbon Strike,SpinLord,Carbon Strike,7,9,7,9,$50.00,1
SpinLord RD1,SpinLord,RD1,7,10,5,10,$24.00,2
SpinLord RD2,SpinLord,RD2,8,9,5,9.5,$24.00,1
SpinLord Ultra Allround,SpinLord,Ultra Allround,6.3,9.1,5,8.4,$32.00,1
SpinLord Ultra Aramid,SpinLord,Ultra Aramid,8.3,9.5,5,,$55.00,1
SpinLord Ultra Balsa,SpinLord,Ultra Balsa,8.5,9.5,5,9,$52.00,1
SpinLord Ultra Carbon Def,SpinLord,Ultra Carbon Def,7.8,9,7,9.3,$48.00,4
Spintech 9th Wonder KC,Spintech,9th Wonder KC,8.7,7.5,7,8,$199.00,1
Spintech Carbo Gold,Spintech,Carbo Gold,9.3,7,5,8.3,$249.00,1
Stag All Round,Stag,All Round,5,9,5,7,$17.00,1
Stag Magnum,Stag,Magnum,8.1,8.8,5,,$46.00,2
Stag Peter Karlsson,Stag,Peter Karlsson,8.2,8.5,6,7.6,$30.00,3
Stag Sonic Speed,Stag,Sonic Speed,9.2,8.9,6,9.1,$33.00,4
Stiga Active,Stiga,Active,7.8,7.9,5,7.6,$29.00,6
Stiga Allround Classic,Stiga,Allround Classic,6.7,8.9,3.3,8.6,$38.00,46
Stiga Allround Classic Carbon,Stiga,Allround Classic Carbon,7.5,8.9,4.8,9,$47.00,12
Stiga Allround Classic CR,Stiga,Allround Classic CR,7.4,9.3,5.3,9,$47.00,7
Stiga Allround Classic Oversize WRB,Stiga,Allround Classic Oversize WRB,6.9,8.8,4,8.9,$40.00,2
Stiga Allround Classic WRB,Stiga,Allround Classic WRB,6.7,9,3.2,8.8,$43.00,21
Stiga Allround Evolution,Stiga,Allround Evolution,7.6,8.5,4.5,8.2,$35.00,13
Stiga Allround NCT,Stiga,Allround NCT,7.5,9.2,4.8,9.1,$52.00,30
Stiga Allround Oversize,Stiga,Allround Oversize,6.9,8.8,4,8.9,$70.00,2
Stiga Arctic Wood,Stiga,Arctic Wood,8.3,8.5,7,8.5,$110.00,4
Stiga Azalea Allround,Stiga,Azalea Allround,8.7,9.4,3,9.2,$75.00,1
Stiga Carbo 7.6 WRB,Stiga,Carbo 7.6 WRB,9.3,8.5,7.6,9.3,$83.00,19
Stiga Carbo Oversize,Stiga,Carbo Oversize,9.3,7.8,5.5,8.8,$98.00,4
Stiga Carbokev,Stiga,Carbokev,9.2,6.9,6.3,8,$99.00,7
Stiga Carbokev WRB,Stiga,Carbokev WRB,9,5.9,5,6.8,$103.00,2
Stiga Carbonado 145,Stiga,Carbonado 145,9.4,8.7,6.8,9.1,$175.00,16
Stiga Carbonado 190,Stiga,Carbonado 190,9.3,9.3,7.1,9.4,$165.00,23
Stiga Carbonado 245,Stiga,Carbonado 245,9.7,8.7,7.5,9.2,$201.00,11
Stiga Carbonado 290,Stiga,Carbonado 290,9.3,9.2,7.5,9.4,$200.00,12
Stiga Carbonado 45,Stiga,Carbonado 45,8.8,8.8,6,8.7,$168.00,5
Stiga Carbonado 90,Stiga,Carbonado 90,9.2,9,7,9.4,$148.00,3
Stiga Carbonix WRB,Stiga,Carbonix WRB,8.3,8.2,6,9,$110.00,9
Stiga CC5,Stiga,CC5,9.5,9,5.1,9.4,$130.00,9
Stiga CC7,Stiga,CC7,9.7,8.2,9.7,9.3,$139.00,10
Stiga Celero,Stiga,Celero,8.5,9,3,9,$54.00,9
Stiga Clipper,Stiga,Clipper,8.5,8.4,5.9,9.2,$70.00,45
Stiga Clipper CC,Stiga,Clipper CC,9.5,8.8,5.3,9.6,$114.00,16
Stiga Clipper CR (WRB),Stiga,Clipper CR (WRB),8.9,8.4,6.3,9,$77.00,27
Stiga Clipper CR Non-WRB,Stiga,Clipper CR Non-WRB,9,8.4,6.8,9,$76.00,9
Stiga Clipper Oversize WRB,Stiga,Clipper Oversize WRB,9,9,6.5,9,$35.00,4
Stiga Clipper WRB,Stiga,Clipper WRB,8.8,8.5,6.1,9,$65.00,15
Stiga Corona,Stiga,Corona,5.7,8,3,8,$25.00,1
Stiga Defensive Classic,Stiga,Defensive Classic,5.3,9.6,5,9.5,$75.00,1
Stiga Defensive NCT,Stiga,Defensive NCT,5.6,9.4,4.1,9.5,$55.00,13
Stiga Dynasty Carbon,Stiga,Dynasty Carbon,9.4,8.8,6.5,9.2,$230.00,4
Stiga Dynasty Carbon Xu Xin Edition,Stiga,Dynasty Carbon Xu Xin Edition,10,10,10,10,$250.00,1
Stiga Ebenholz NCT V (5),Stiga,Ebenholz NCT V (5),9.1,9,6.3,9.2,$137.00,33
Stiga Ebenholz NCT VII (7),Stiga,Ebenholz NCT VII (7),9.4,8.5,8.8,9.3,$135.00,26
Stiga Emerald VPS V,Stiga,Emerald VPS V,9.4,9.2,6.7,9.4,$130.00,10
Stiga Energy WRB,Stiga,Energy WRB,7.6,8.3,3.5,8.7,$39.00,14
Stiga Eternity VPS V,Stiga,Eternity VPS V,9.1,9.2,5.1,9.4,$80.00,9
Stiga Exclusive Off,Stiga,Exclusive Off,9.3,8.7,7,9.1,$70.00,1
Stiga Graphite Wood,Stiga,Graphite Wood,9,7.5,7,9.3,,8
Stiga Hans Asler,Stiga,Hans Asler,5.5,9.3,3,8.8,,2
Stiga Hybrid Wood NCT,Stiga,Hybrid Wood NCT,9.5,9,7.6,9.6,$108.00,64
Stiga HyperTech CR 35/45,Stiga,HyperTech CR 35/45,7.1,8,4,8.8,$62.00,6
Stiga Infinity VPS V Diamond Touch,Stiga,Infinity VPS V Diamond Touch,8.6,8.9,5.3,9.2,$75.00,65
Stiga Intensity NCT,Stiga,Intensity NCT,8.8,8.7,6.1,9.2,$109.00,19
Stiga Intensity NCT Carbon,Stiga,Intensity NCT Carbon,9.3,9,7,9.3,$120.00,15
Stiga J.M. Saive Control,Stiga,J.M. Saive Control,6.9,8.3,5,8,$25.00,3
Stiga Kevtech,Stiga,Kevtech,9.1,6.7,5.3,8.4,$69.00,6
Stiga KevTech WRB,Stiga,KevTech WRB,8.7,7.6,7,8.3,$72.00,4
Stiga Kjell Johannson,Stiga,Kjell Johannson,7.3,8.3,4.8,9,,6
Stiga Maplewood NCT V,Stiga,Maplewood NCT V,9.1,9.1,4.7,9.5,$130.00,16
Stiga Maplewood NCT VII,Stiga,Maplewood NCT VII,9.1,8.3,6.3,8.9,$135.00,4
Stiga Nostalgic Allround,Stiga,Nostalgic Allround,8.7,9.3,5,9.3,$95.00,2
Stiga Nostalgic Offensive,Stiga,Nostalgic Offensive,8.8,9.3,5,9.7,$110.00,2
Stiga Nostalgic VII,Stiga,Nostalgic VII,8.5,8.3,7,8.5,$115.00,2
Stiga Offensive Classic (OC),Stiga,Offensive Classic (OC),7.6,8.4,3.6,8.6,$46.00,38
Stiga Offensive Classic Carbon,Stiga,Offensive Classic Carbon,8.5,8.7,5.1,8.8,$48.00,18
Stiga Offensive Classic WRB,Stiga,Offensive Classic WRB,8.1,8.3,4.9,8.9,$60.00,21
Stiga Offensive CR,Stiga,Offensive CR,8.1,8.1,3.4,8.9,$55.00,9
Stiga Offensive CR WRB,Stiga,Offensive CR WRB,8.5,8.9,4.4,9.1,$55.00,9
Stiga Offensive Oversize WRB,Stiga,Offensive Oversize WRB,8.4,7.6,6.5,9.3,$43.00,4
Stiga Offensive Wood NCT,Stiga,Offensive Wood NCT,8.1,9,4.8,9,$55.00,21
Stiga Optimum Carbo,Stiga,Optimum Carbo,9.2,7.1,7.1,8.4,$110.00,15
Stiga Optimum Plus,Stiga,Optimum Plus,8.2,7.4,4.7,8,$55.00,9
Stiga Optimum Seven,Stiga,Optimum Seven,9.2,6.7,6.4,7.6,$78.00,9
Stiga Optimum Sync,Stiga,Optimum Sync,8.2,8.3,5,8.8,$75.00,8
Stiga Rosewood NCT V,Stiga,Rosewood NCT V,8.9,8.8,5.8,9.3,$115.00,47
Stiga Rosewood NCT VII,Stiga,Rosewood NCT VII,9.1,8.7,6,9.4,$140.00,35
Stiga Rosewood XO,Stiga,Rosewood XO,9.2,8.6,5.3,9.1,$130.00,21
Stiga S-3000,Stiga,S-3000,8.3,7.5,5.7,7.6,$23.00,7
Stiga S-4000 WRB,Stiga,S-4000 WRB,8.7,6.4,7,7.1,$38.00,1
Stiga S-5000 WRB,Stiga,S-5000 WRB,7.8,6.5,7,7.8,$24.00,2
Stiga Sense 7.6,Stiga,Sense 7.6,9.5,8.6,7.8,9.2,$112.00,6
Stiga Stellan Bengtsson,Stiga,Stellan Bengtsson,7.9,9,5,8.9,$115.00,2
Stiga Super Carbon,Stiga,Super Carbon,9,8.5,5,9,$97.00,2
Stiga Titanium,Stiga,Titanium,9.1,5.7,9.3,9.3,$113.00,9
Stiga Titanium 5.4,Stiga,Titanium 5.4,8.7,6.4,6,9.2,$74.00,9
Stiga Titanium 5.4 WRB,Stiga,Titanium 5.4 WRB,9.3,8.8,5.3,9.3,$78.00,4
Stiga Triumph WRB,Stiga,Triumph WRB,7.5,9,5.7,7.9,$50.00,3
Stiga Tube Allround WRB,Stiga,Tube Allround WRB,7.5,8.8,5.5,8,$38.00,5
Stiga Tube Aluminium WRB,Stiga,Tube Aluminium WRB,8.8,7.3,5.7,8.2,$52.00,7
Stiga Tube Carbo WRB,Stiga,Tube Carbo WRB,9.3,8.3,6.7,9.2,$53.00,22
Stiga Tube Defensive WRB,Stiga,Tube Defensive WRB,6.3,8.7,2.6,8.5,$45.00,9
Stiga Tube Light WRB,Stiga,Tube Light WRB,7.8,8.2,4,9.2,$59.00,4
Stiga Tube Offensive WRB,Stiga,Tube Offensive WRB,8.6,8.6,6.4,9.2,$46.00,7
Stiga Ulf Tickan Carlsson All 2000,Stiga,Ulf Tickan Carlsson All 2000,8.1,9.3,5,8.4,$220.00,3
Stiga V1 Carbon,Stiga,V1 Carbon,9,6,3.7,9,$56.00,3
STW Louis 13 Special,STW,Louis 13 Special,9,9,5,9,$265.00,1
Sunflex Martinez Light Premium ALL+,Sunflex,Martinez Light Premium ALL+,7.5,7,5,6.5,$50.00,1
Sunflex Zen Off 7,Sunflex,Zen Off 7,8.5,8.5,5,9,$90.00,1
Surbex Scorpion Tamca,Surbex,Scorpion Tamca,9,9,10,10,$27.00,1
Surbex Super ZL Carbon,Surbex,Super ZL Carbon,9.4,9,5,9.2,$70.00,1
Sword 309,Sword,309,7.1,9.5,3.1,9,$25.00,7
Sword Apollo III (3),Sword,Apollo III (3),8.2,8.2,5,8.4,$27.00,1
Sword Blue Feather,Sword,Blue Feather,9,9.1,5.4,9.2,$70.00,5
Sword Blue Glamour,Sword,Blue Glamour,9.3,8.5,7,,$55.00,1
Sword Blue Sword,Sword,Blue Sword,9,8,7,8,$19.00,1
Sword Blue Yue,Sword,Blue Yue,8.7,9.3,6,10,$65.00,2
Sword Concept-5,Sword,Concept-5,7,8,5,9,$25.00,1
Sword Dual Property Monster King,Sword,Dual Property Monster King,7.5,9.5,7,9.9,$69.00,2
Sword Future 7000,Sword,Future 7000,9.1,9.8,5,9.5,$30.00,1
Sword Gold Feather,Sword,Gold Feather,8.9,9.4,6,9.4,$50.00,2
Sword RG-SER90,Sword,RG-SER90,9.5,7.5,,9,$60.00,2
Sword Subdue,Sword,Subdue,10,10,5,10,$18.00,1
Sword T - Hinoki,Sword,T - Hinoki,9,8.7,8,9,$60.00,3
Sword V-6 Carbon,Sword,V-6 Carbon,7,9,3,,$20.00,1
Sword V-8 Carbon,Sword,V-8 Carbon,7.7,9,4.3,9,$20.00,3
Sword Yokohama Yue,Sword,Yokohama Yue,7,8.3,4,9.8,$50.00,3
Tibhar Actium,Tibhar,Actium,6,9,3,9,$150.00,1
Tibhar Balsa Allround 50,Tibhar,Balsa Allround 50,7,5,,6,$45.00,1
Tibhar Balsa Carbon,Tibhar,Balsa Carbon,9,7.7,7.5,9.2,$70.00,3
Tibhar Balsa Def 25,Tibhar,Balsa Def 25,5.6,9.6,0,8.8,$45.00,1
Tibhar Balsa Fibre OFF 60,Tibhar,Balsa Fibre OFF 60,8.7,9.8,7,9.8,$45.00,3
Tibhar Balsa Fibretec 75,Tibhar,Balsa Fibretec 75,8,9,7,9,$45.00,1
Tibhar Black Carbon,Tibhar,Black Carbon,9.5,7.3,6.3,8.4,$67.00,8
Tibhar Black Silver,Tibhar,Black Silver,6.1,7.7,5.8,8.7,$49.00,4
Tibhar Carbon Shot,Tibhar,Carbon Shot,9.9,7.5,5.7,7.8,$40.00,3
Tibhar Carbon Shot +,Tibhar,Carbon Shot +,9.5,7.5,7,,$23.00,1
Tibhar Carneros ALL+,Tibhar,Carneros ALL+,7,7,7,7.8,$30.00,1
Tibhar CCA 7,Tibhar,CCA 7,9,8.9,6.3,9.3,$86.00,3
Tibhar CCA Unlimited,Tibhar,CCA Unlimited,9.1,9.2,6.5,9.5,$170.00,16
Tibhar Cedric Nuytinck,Tibhar,Cedric Nuytinck,8.1,8.5,5.7,9.1,$223.00,7
Tibhar comBAT,Tibhar,comBAT,9.2,8,8.5,,$50.00,2
Tibhar CO-S 3 Defensive,Tibhar,CO-S 3 Defensive,4.9,8.9,3,9,$23.00,4
Tibhar Curious,Tibhar,Curious,8.7,8.9,5,8.8,$58.00,2
Tibhar Defense Plus,Tibhar,Defense Plus,5.6,9.4,5,9.2,$45.00,2
